username,tweet
jhoonscart,"wts / lfb / ph !  Random Treasure Pc's ♡´･ᴗ･`♡  100 each + lsf !!   rfs: nct ಥ⌣ಥ  ♡ mop: gcash / cod (+fees) ♡ mod: ggx, sdd, shopee c  🏷treasure , mashiho, yedam, jaehyuk  https://t.co/2c7U4FsRuc"
my26store,125) PRELOVED SCARLET SERUM BRIGHTENING SOLD❌ 126) Strap mask cod done✅ 127) ALBUM BTS SEALED AT SHOPEE SOLD❌ 128) COD NOTENOOK AND STRING BAG CUSTOM✅  👊REAL PICT FROM CUSTOMER MY26. STORE 📍 tanggal tertera!  #testinyamy26  https://t.co/OneP6yJxGV
jisoo_kim0103,💢SELLING THREAD💢 #JackieYumiSells  OFFICIAL MERCH (mostly Blackpink)  📌Pls check the shopee link in each tweet  MOP: shopee Pay or COD MOD: shapi checkout (j&amp;t)  ❗Sold = deleted  ⚡Wts lfb ph tingi blackpink Jisoo Jennie Rosé Lisa OT4 EXO kpop  RFS: extras / Jisoo merch funds  https://t.co/IzFBMpdeuG
amnikayman,"Heyy guys, kalau nak dapatkan Kayman dengan Amni, I ada jual tau, COD area Ampang and boleh beli thruu shopee jugak😆  ws :  https://t.co/47ZTQWIDMO shopee:  https://t.co/HpdOnW4rNg"
irmayolii,"Shopee COD Shopee COD, bayar langsung di tempat"
wombofworm,Bangun2 sekeluarga gw nyanyiin jinglenya shopee cod buat ponakan gw.
yjkookgyucart,Gago? Wala na kong cash? Tapos may parating akonfrom shopee na cod anong ibabayad ko dun puta
charmskpop,✅ COD  Kindly visit our shopee page to order! 🟠Shopee Account: LuckyCharms_KpopMerch  https://t.co/VbzMIWYhtI
ivanlase_,Shopee COD CODnya Cash Or Duel xixixi
svtwoozidan,Kaya pala hindi ako maka cod kasi yong location ko and courier Hindi pwd cod 😬.   Nag Change na ako ng address. If you have pending Item[ ONHAND] from me and you used shopee checkout kindly choose GGX for cod.   Pano ba cod Jnt 🤧. Help niyo naman ako 🥺
maznihamzah_,@chakiku_ Aku ada bawak masa tidur rumah kau. Hahaha aku cod hritu dgn sorang akak tu. Tk tahu dia jual lagi ke tak. Tapi dkt shopee byk gak jual
upfree_yms,"@AREAJULID hi semuanya! aku jual cimol isi keju cheddar dan isi keju leleh ni. untuk yg daerah kab tangerang bisa cod yaa (free ongkir khusus tigaraksa). free 4 bumbu juga loh🤩   https://t.co/SQD8afBDH0…  packing cimolnya divakuum ya, jdnya aman.  📍tigaraksa, kab tangerang BISA VIA SHOPEE  https://t.co/AgiB9qVQsY"
upfree_yms,"@NgakakSoHard_ hi semuanya! aku jual cimol isi keju cheddar dan isi keju leleh ni. untuk yg daerah kab tangerang bisa cod yaa (free ongkir khusus tigaraksa). free 4 bumbu juga loh🤩   https://t.co/SQD8afBDH0…  packing cimolnya divakuum ya, jdnya aman.  📍tigaraksa, kab tangerang BISA VIA SHOPEE  https://t.co/OAcYjRIBqt"
upfree_yms,"@RiaRicis hi semuanya! aku jual cimol isi keju cheddar dan isi keju leleh ni. untuk yg daerah kab tangerang bisa cod yaa (free ongkir khusus tigaraksa). free 4 bumbu juga loh🤩   https://t.co/SQD8afBDH0…  packing cimolnya divakuum ya, jdnya aman.  📍tigaraksa, kab tangerang BISA VIA SHOPEE  https://t.co/qdn258UDCy"
intanaina10,"@theskincare_ Thank you,  Hi, Aina jual Sambal hitam Mak Engku, Salted egg Peyek Ori n Korean spicy &amp; Totilla cheese n seaweed  Boleh COD area Bangi/Kajang  Ws  https://t.co/6hG2ytS2SB  Atau tru Shopee  https://t.co/X1DxWL1BB7  https://t.co/fVSnzGGokW"
chaepop2,"WTS/LFB/PH ONLY LISA VOL 2 PHOTOBOOK [Second Edition: Two Thousand Twenty-one] -1000 each -Unsealed but complete inclusions (Sticker sheet, Bookmark) -Newly opened -MOP: Gcash -MOD: Gogoexpress, Lalamove, Grab - +30 if shopee COD   tags: blackpink wtb lfs jisoo jennie rosé pb  https://t.co/SjSyqSfhHW"
gossamerstudio,"hello! yung shipping fee po ba babayaran na lang pag dumating na yung order? — hi!! Yes po cod for all shipping fees and if through shopee, pwede din po via shopeepay ☺️  https://t.co/2TUhS2OTvk"
viscoffpuchong,"@khairulaming Thank you 🍃  Hi korang! Jom berpkp dengan Viscoff gummy comel ni 🐻 Only RM16.90/tub, buy 2 get free paperbag 🛍️ COD Puchong &amp; postage at shopee 📦    Let's grab yours today! 🍫 https://t.co/nH9xHJ2Zt4"
gossamerstudio,"yung sa shopee checkout po pwede COD diba? — hi!! Yes, pwede po ☺️  https://t.co/GwUc7OiS6j"
aylxxx13,Hehehehehhe lagu lagu remix ga jelas dan shopee cod shopee cod udah ilang
fordc7_,mode of payment: gcash(payment first or shopee(cod available)  delivery: j&amp;t
ur3000lv,"@txtdrikurir Shopee cod shopee cod, maki maki ditempatttt"
alyieeee, https://t.co/PlYKu89Dqj  -sa ma gusto pong mag COD here's my shopee acc kindly follow me po! Salamat 🥰♥️  HELP RT!!
yoonglespillows,@KworldShop1 @clarissa_apdua @angelEN94839277 Baka nasanay sila sa cod ng shopee HAHAHAHAHHA
pchytuesdays_ph,- for shopee c/o + COD  https://t.co/Cq91j4x1Ss
ihavejimin,"If you need more photos, just message me.  Price is still negotiable. Just pm me ☺️  Shopee COD / GCash / BPI / BDO / PayPal / ING  Shipping via LBC / J&amp;T"
qianyoonkoona1,"@ruto_rae Yes po. But Idk if the COD will work. Kasi hindi naman talaga ako seller sa shopee. When I sell, they can't see COD."
jenlisacheasoo,♡︎ SELLING ACC  💳 mop: gcash only (no COD) 🚚 mod: shopee c/o  📍loc: QC 🛎 3 days reservation (payment within 3 days as well) ✅Check my shopee acc:  https://t.co/8IWYa1DCml  https://t.co/SUJL9ByYyy
drwnurly,Ready paket radian bebbbb..... Formula baru drw yg kualitasnya super... Yuk di borong......barang cepet habis.....  Shopee Jne Wahana Lion Tiki Pos Luarnegeri Cod Citayam Cibinong @ Jl_raya Susukan Bojong Gede  https://t.co/uzeYiA0kc8
jdtownph_,[HELP RT]  Baekhyun Delight Unsealed album (photobook + cd) for only 220 pesos. Poster for 70 pesos.  1 ea slot for ea ver  - payo - shopee link by saturday - if cod we will add 30 pesos for the items total
jdtownph_,[HELP RT]  All inclusions of these items are pb+cd+freebies for only 150 pesos.  Lived - 3 slot RWA - 1 slot Dream - 1 slot  - payo - shopee link by saturday - for cod we will add 30 pesos for the total of the item  https://t.co/u91aRmhxam
jaotofficial,สั่งซื้อเซรั่มสตอในแอพShopee / Lazada🌷🍓 จิ้มลิ้งค์  https://t.co/NaXNMpMZrY  #Shopee #shopeepay #ShopeeCOD #Shopee66 #lazadath #Lazada #Lazada66 #ส่งต่อ #ถูกและดี #ถูกและดีบอกต่อ
febe0215,💚WTS NCT DREAM HOT SAUCE ALBUM Jewel Case ver💚  ✅Idr. 225k ✅poster ✅Sealed ✅incl packing kardus ✅shopee/bayar manual/ COD bisa☺️ ✅Shopee freeong⭕️  🚚Dom Sidoarjo Jawa Timur Link shopee  https://t.co/2vm7nrAcwV  https://t.co/3hDoownTAi
alyieeee,"‼️For tingi  ‼️Running TOOgether album -unsealed album (ob, pb,cd, sticker and poster) - Php 200 + lsf -Photocard: WOONGI- Php 200 + lsf // JAEYUN- Php 200 + lsf -Jisu circle card- Php 150 + lsf -Donggeon banner- Php 150 + lsf   MOP: thru gcash, if COD add Php 50 MOD: shopee c/o  https://t.co/McggJX2eYH"
alyieeee,"WTS/LFB PH only   UNSEALED: TOO/TO1 2nd mini album RUNNING TOOGETHER!   ‼️ Running TOOgether album- Php 300 + lsf  -COMPLETE INCLUSION EXCEPT ticket: -cd never played   MOP: thru gcash, if COD add Php 50 MOD: shopee c/o  HELP RT!  https://t.co/HWT6IkkpDM"
deefgoods,"@sociotalker Maaf titip jualan kak🙏 H&amp;M sisa export ONLY 170k! Tersedia di shopee,tentunya bisa free ongkir Xtra + COD ya! Grab it fast! Katalog Lengkap ⇉  https://t.co/bk7a9YVUM3 🌻  https://t.co/RjiHKa5hRH"
deefgoods,"@txtdrpemerintah Maaf titip jualan kak🙏 H&amp;M sisa export ONLY 170k! Tersedia di shopee,tentunya bisa free ongkir Xtra + COD ya! Grab it fast! Katalog Lengkap ⇉  https://t.co/bk7a9YVUM3 🌻  https://t.co/RjiHKa5hRH"
biancart102295,henlo im decluttering soooo  wts lfb red velvet blackpink ikon seventeen   open for cod :&gt;   u can ano haggle pa naman just dm me here or sa shapi  complete inclusions unless stated otherwise!  shopee link:  https://t.co/m7i6jZR43G  https://t.co/v8dAPxFUJX
adhikathariq,@Itsoktocriiez Pake shopee COD aja gan
pizzaoff,@txtdrorangsusah @bajyng lho case hpmu?  case hp anticrack sticker custom free katalog.   range harga 24k-26k aja uda dpt: case anticrack + sticker custom + finishing resin bole req berglitter + free gift.   bisa cod dan via shopee. tersedia berbagai merk hp! 💜 kepo? dm aja💛  https://t.co/bD80p5e2dk
jancatangui,@kpopluvvv_ph @ENHYPENMARKETPH Available pa po ba? Pwede po ba cod at shopee check out?
teume_jihoonie,WTS/LFB  ONHAND Treasure Effect Blue Version Sealed Album with Poster First Press  900 COD 800 PAYO  3 Slots  MOP: GCASH MOD: Shopee Checkout
tokkipil,Selling my IU photocards for P400/each mop : shopee/cod rfs : downsizing my collection  Mint condition Cardsleeves are included With freebies Secured packaging  Dm me if you're interested :)  ◡̈ wts lfb lf wtb lfs lilac hilac bylac pc iu lee jieun album poca ph  https://t.co/KvQzRAaPfv
ohmerch_mnl,"#OHMerchLapags  Onhand twice photocards PHP 100 each + lsf  DOP: 2 days reservation | PAYO (prio) MOD: SCO(sf thru shopee pay), Direct GGX (sf cod applied) MOP: GCash"
kpopluvvv_ph,@_justasimp yes pooo but for shopee checkout only po not available po cod for gogo xpress po ^^
abiyyusiregar,@naurasyafira kurir shopee lagi dibekali wajib militer dulu nau untuk menghadapi ancaman2 buyer COD unik
aamarraahh,"wtb lfs ph only  treasure baby photocards mop: shopee cod preferably 2 or more pcs per seller  please dm or comment your offers, thank you😊  https://t.co/aA42WKJdlc"
pengminari24,WTS/LFB  I opened my another sealed FS mono. For new batch.  Pb+ob- 1250 Pcs- 180 pesos each   No unboxing video no refund   🚫 COD 💸 gcash 📦 shopee checkout   Tags: Twice Nayeon Jeongyeon Momo Sana Jihyo Mina Dahyun Chaeyoung Tzuyu  https://t.co/LqgBlCoHoG
bunkoobear,"ang tanga lang akala ko cc pagcheckout ko sa shopee, COD pala nagawa ko tapos hindi ko na macancel kasi speed lng si seller preparing na 😂 hindi na talaga ako magoorder sa madaling araw 🤡 makikisuyo na naman ako sa pagreceive at bayad 🥴"
alluskinpahang,"Less than 24 hours dapat kalau dalam daerah sama 🥰 (boleh jadi 1-2 hari jugak tau)  Kudos j&amp;t kuantan, thank you! Beli through shopee pun dapat lagi awal dari dya COD weekend 😂  🚛  https://t.co/bGHZHTGZJl 💌  https://t.co/etkXhNq19K  https://t.co/D0ybwqilvc"
lucassiebear,wtb lfs Hot sauce pb ver.   -Onhand  -Sealed/unsealed (Complete inclu except pc if unsealed)  -can do shopee cod and check out
busanapria,Saya menjual BPS COD Stelan Cewek ... seharga Rp68.000. Dapatkan di Shopee sekarang!  https://t.co/YEIFa5WKE8 #ShopeeID  https://t.co/SmMAUxxyIU
pengminari24,WTS/LFB  TSB Momo set  650 pesos take all  No unboxing video no refund   🚫 COD  💸 gcash 📦 shopee checkout   Tags: Twice Nayeon Jeongyeon Momo Sana Jihyo Mina Dahyun Chaeyoung Tzuyu  https://t.co/gpATEwT8XS
culturepopph,"💜 IC / WTS / LFB 💜  BTS fan-made/unofficial merch! - Butter Popsockets - Butter Square Photocard Set - Butter Sticker Sheet Set - McDo Photocard Set  MOP: GCASH / Shopee (COD available) MOD: SCO via J&amp;T, Gogo Express  DM or go to shopee to order!   🖇️  https://t.co/TO8xgKP4vK  https://t.co/3CMo7bHlA5"
ghorazrvira,"@Gooners_Report Maaf kak, mau numpang promo bantuin adik jualan 😁  Jgn ngaku suka pedes klo blm nyobain kripik kentang jg kripik usus level 5 🔥. Pedesnya nagih! 🤗  Yuk kripiknya ada level 0-5 (pedes ra umum). 15k utk kripik kntang, 18k utk kripik usus. Bisa shopee/tokped, Sidoarjo bisa cod 😆  https://t.co/9BqsaZvvhI"
sandal_boneka,Saya menjual COD || Gorden Pintu B... seharga Rp26.500. Dapatkan di Shopee sekarang!  https://t.co/oruGYtA8Ui #ShopeeID  https://t.co/AaLpbDO01S
junkyuluf,@convomf /emak2 cod shopee bilang blok goblok
princessmawarr,@fikaika_ Hi tumpang lalu. Saya trusted Agent Tottila. Siapa nak order Tottila boleh place order dekat Shopee 🔥   https://t.co/v9OVbLAZTE ✅ Free shipping + 10% coins cashback ✅ Freegift ✅ Postage everyday (J&amp;T/Dhl/Poslaju/Ninja Van/Citylink)  📍COD: area Sg Besar  https://t.co/TM8EgYc0Wx
jisundarating,WTS LFB PH  -200 pesos each -can do shopee check out -gcash or cod STRAY KIDS  PHOTOCARDS  tags wtb lfs wtt lft skz stray kids jisung hyunjin minho  jeongin seungmin  https://t.co/aHbf6TIizi
supp182,ga berlebihan sih kalau kurir shopee cod dibekali senjata laras panjang
nick0nuck,"@Crushditto Dilihat - lihat  Dulu kak, siapa tau minat😍 Bisa COD / Bayar di Tempat  ∆ Tokped  https://t.co/aihmnjvgZz   ∆ Shopee  https://t.co/mKehtOGYNH  https://t.co/N6enHVToD2"
nanasunshine00,[BUNDLE SALE] DCM Official PC and Postcard for only 300 pesos  🏷 SHINee Minho Taemin Photocard PC Postcard Official Dont Call Me DCM   Mode of payment: Gcash/Shopee COD Mode of Delivery: J&amp;T/Shopee check out
kiannn24,"Lahi na cod man akong kabalo , cash on delivery man sa shopee ra 😔"
rafirage,@balesetiawan @_dwrdn Tolong dibantu jelaskan mengenai shopee cod min @ShopeeID bahwa dijamin aman 👌
nick0nuck,"Dilihat - lihat  Dulu kak, siapa tau minat😍 Bisa COD / Bayar di Tempat  ∆ Tokped  https://t.co/aihmnjvgZz   ∆ Shopee  https://t.co/mKehtOGYNH  https://t.co/mMlNx2MUjI"
kairuco,"Starting tomorrow, COD/Delivery are unavailable due to total lockdown imposed by the government.  We encourage you to use rider such as LALAMOVE or Grab Express for delivery service.   Or you can just place your order through our Shopee 🛒 Kairu. Co  Link in pinned tweet!  https://t.co/bSgMimsFPi"
300902s,HELP RT !! ⚠️  WTS want to sale  • dom jakpus • bisa cod st. jabodetabek • BCA / SHOPEEPAY / DANA • shopee  WW PAYPAL DM FIRST  ⚠️ prefer pairing  t. idn ina indonesia jakarta jkt shopi shop33 oren 🍊 sopi shope shoppe ciipher yeom tag taegyun park won sungwon  https://t.co/NUra0izRDf
summernights_ph,❗HELP RT❗WTS PH TXT - THE CHAOS CHAPTER: FREEZE  ₱250 ea - unsealed - check pics for the inclusions - can choose version - with freebies  ❌COD 📦ETA: JULY-AUG 🚚shopee c/o (sf only) DOP: JUNE 5  reply mine + qty + ver or DM us  https://t.co/dXHrjXEJ28
raflidp,"Silahkan bagi yang berminat, nego sampai jadi soalnya mau kosongin lemari, tanya-tanya juga gapapa jangan sungkan langsung merapat ke DM/WA 087783058129 yess!  Kalau ragu bisa transaksi lewat shopee atau tokped, masih ragu juga? kita cod di Tambun, Bekasi"
khavidaynurroh1,@iamdva21 @Emat1191 @dsuperboy Yaudah iyaa kamu menang.  Selamat anda mendapatkan voucher belanja di shopee..  Belanja hemat tanpa keluar rumah.. Shopee cod  Shopee cod
97lin3r,"🛒 #97LIN3R_WTS LFB PH ONHAND  ☆ GOT7 Flight Log: Arrival (Ever Ver.) (Youngjae CD) ✦ 300 + lsf  ☆ GOT7 Present You (Jinyoung Ver.) ✦ 320 + lsf  ✦ j&amp;t, jrs, shopee co/cod ✦ add ₱5-10 for pf! ✦ dm if interested!  https://t.co/byBYqYUStM"
ikemaumain,@salyourbae Shopee cod shopee cod bayar langsung dibentak
sachiofid,"@tubirfess SHOPEE KAMI BANYAK PROMO LHO😍Ada lampu ringlight dgn holder HP flexibel 2in1 utk livestream, selfie/makeup serta mini LED HP portable &amp; jg ada Velo mengobati kecanduan rokok. Masih ada produk lainya di toko kami. Area SBY bisa COD,Link shopee ada di profile kami yuk segera order  https://t.co/jD62XgXgNc"
pjmwishlist__,"wts/lfb jimin and jungkook army bomb pcs - selling as a set only - 350 for both! 300 if payo - mop: gcash/cod via ggx only, mod: ggx or shopee checkout  🏷 wts lfb jungkook jimin pc photocards photocard army bomb ph only  https://t.co/FqNiZh4sBT"
asahifairie,"@RAPW00NZEL Entrego will attempt to deliver your Shopee package 0038-0Y9QEMWU0ZWK today. If COD, please prepare exact amount: 0.0. Kindly disregard if non-COD."
robertaprianto,@ImaYusda @cie_moty Pakai shopee cod aja
shopwithikin,"@prinxessrin_ Thank you ❤️  Hi everyone! Anyone berminat nak dapatkan item Temyracle boleh roger ikin tau 🙆‍♀ If you never try, you must grab yours now🙈   🚘COD Area Alor Gajah, Masjid Tanah 🎁Free Gift &amp; Layolty Card 🛍️Free Shipping thru shopee   Hit me up👇  https://t.co/B5bYIH8TZ4  https://t.co/W99D0cxAFJ"
__the8th,Where my Namjoon stans at?? Pauwian nyo na sya sa inyo phulease 🥺  BTS 2021 WINTER PACKAGE / WP 21 Tingi | Onhand | Ready to Ship  ✅ 6-cut film - RM / Namjoon  Php 700 onlyyyy Can buy via Shopee COD
__the8th,Get this na! 😊  BTS 2021 WINTER PACKAGE / WP 21 Tingi | Onhand | Ready to Ship  ✅ First Press POB - Photo Sticker  Php 200 only Can buy via Shopee COD
__the8th,Get this na! 😊  BTS 2021 WINTER PACKAGE / WP 21 Tingi | Onhand | Ready to Ship  ✅ Making DVD ➡️ never been opened or used  Php 200 only Can buy via Shopee COD
raflidp,"WTS #Jersey4Sale  ALL ORIGINAL  Persija GK 2019 BNWT L (Abu) XL (Pink) 300rb/pcs  Training BNWT XL 150rb/pcs  Minat, nego, bisa DM/WA 087783058129 COD Bekasi Bisa rekber Shopee dan Tokped @jersey_ciamikk @crossing_jersey @tribunkultur_ @Bola_Jakarta @OrenBarat @JakartaAwayVlog  https://t.co/3dLGMuluKh"
__lacieee__,@keeysandra sa shopee ka ba nag-oorder??? kung sa shopee mero'n cod baka mali lang nakalagay sa mop mo?
__the8th,Get this na 😊  BTS 2021 WINTER PACKAGE / WP 21 Tingi | Onhand | Ready to Ship  4x6 Photos ✅ RM ✅ Suga ❌ Jin ✅ J-Hope ✅ Jimin ✅ V ❌ Jungkook  Php150 each with Freebies Can buy via Shopee COD
cielksph,✨BTS FESTA D-DAY CALENDAR Tingi (Batch 3)✨  🗓DOP: Long DOP 💵MOP: Full COD/ShopeePay 🚚MOD: Shopee c/o 📦ETA: July ❕Will secure soon  mine + item  wts lfb help rt pre order ph only go bts bangtan rm namjoon jin seokjin suga yoongi jhope hobi jimin v taehyung jungkook jk merch  https://t.co/GGAZxc9e5p
aamarraahh,wtb lfs ph only  marked niki b:do dawn pcs mop: shopee cod maximum budget: 300 or less ea  please pauwiin niyo na si niki🤧🤧  https://t.co/ftmXFudClA
aamarraahh,"wtb lfs ph only  marked asahi photocards mop: shopee cod maximum budget: 100-130 ea preferably 2 or more pcs per seller  please bentahan niyo na ako, wala pa ring progress asahi collection ko🤧🤧  https://t.co/pXWq1OaWSq"
pinkpeachph,"[WTS/LFB PH] Twice Momo PCs (mostly non-album) ☾ Onhand &amp; Official ☾ check prices in pic (fixed) ☾ MOP: Gcash or COD via Shopee ☾ MOD: SDD couriers or J&amp;T ☾ reservation - 2 days MAX ☾ dm for pics &amp; vids!  🔖: wts wtb twice momo pcs ☾ btw, check thread for any updates, ty!  https://t.co/5S1dGXkZgp"
zt_kshop,❗❗❗BTS PC 1❗❗❗ PAYO: P80 each COD: P100 each can do shopee c/o 📌Suga - 5 📌Namjoon - 4 📌Jin - 4 📌Jhope - 4 📌Jimin - 4 📌Jungkook - 4 📌Taehyung - 4 #ZT_kshopOnhand  https://t.co/ouHcgjSdhK
fall_4_w00ng,"@renlemin yes naman po, but i can do shopee COD din naman if ever"
reelss_,"@khairulaming Thank you!  Viscoff 1 - RM16.90 2 - RM33 + free gummy paperbag  COD 📍KL (Setiawangsa, Wangsa Maju, Sri Rampai, KLCC dan kawasan yang sewaktu dengannya)  FREE Postage (Purchase from Shopee) Shopee link:  https://t.co/igUgM3M2zc  Tolong RT rezeki saya, terima kasih🙏🏻"
ydmoodz_,WTS/LFB PH   Stray Kids Holo Cloth Banner   Front only - 250  Front &amp; Back - 300  Can be customised  Shopee (COD Available):  https://t.co/iUor0ewaWe  help rt ✨  https://t.co/DyfmGOHoIN
princessmawarr,@khairulaming Thankyou! 🔥  Hi semua saya trusted agent Tottila &amp; Frunchie! Cover area sg besar. Siapa nak order boleh dm untuk cod.   Available dekat Shopee jugak! 😍 ✅ Free Shipping ✅ Postage setiap hari ✅ Freegift setiap pembelian  https://t.co/v9OVbLAZTE  https://t.co/oah9jGnrYR
taedvice,"@TaemiBabyyy Oalahhhh ngapa disingkat2, gw kira cod shopee 😂😂  Ok bentar w cari dulu link haramnya"
summernights_ph,❗HELP RT❗WTS PH ATEEZ - ZERO FEVER PT 2 ALBUM  ₱260 each - SEALED ALBUM ONLY - NO POB &amp; POSTER - CAN CHOOSE VERSION - with freebies - limited slots  ❌COD 📦ETA: JULY-AUG 🚚shopee c/o (sf only) DOP: JUNE 5  reply mine + qty + version or DM  https://t.co/UeZoe5JE0X
neofundsph,"🐣 IC/WTS  🐣  —nct binder covers  —made with resonance albums (part 1: past &amp; future version) —these are just samples, comment if you're interested and which member 😙 —shopee c/o —gcash/ COD  tags: nct wts wtb wtt binder cover nct dream nct 127 wayv pc poster album sealed  https://t.co/jpNov263bY"
galat5758,"Saya harap pihak marketplace seperti Tokopedia, Shopee untuk menonaktifkan fitur COD. Membahayakan nyawa kurir. Paksa pengguna untuk membayar secara digital.  Pahami, tugas kurir hanya mengantar barang dari seller ke rumah anda. aynogeb dikurangi. Trims."
shoprosewell,"Fiero Levi Bag 69K  Gratis dustbag dan ada promo khusus lainnya untuk kalian pengguna shopee seperti gratis ongkir, potongan ikuti toko sebesar 5k dll pembayaran bisa COD produk sangat terbatas😉  Link Order Shopee👇👇   https://t.co/VT14h7MgIs  https://t.co/sokOY1klsa"
shopee_cod,Jualan aja dulu. Tawar2in aja dulu. Ada yg beli atau enggak udah diatur Allah. Allah yg membolak balik hati manusia 😊
iamblinkeu2,wts lfb  blackpink rosé square up photocard @ 280php  with very minimal dents. see photos for your reference. onhand and ready to ship ~   tags blackpink rosé rosie square up  cod available thru shopee:  https://t.co/zDPMxpXeht  https://t.co/lfYiEgNRZH
zeroya9,Dapatkan Gratis Ongkir Rp 0 &amp; Voucher Diskon 20RB  https://t.co/AVpiDUUMBZ #ShopeeID #Shopee #Shopeetanam #ShopeeCOD  https://t.co/s0qdSFnZvw
fyra_ph,#FyraOnhands wts | lfb | help rt SEALED BE ESSENTIAL with WEVERSE POB ☞onhand! ☞4pcs left ☞with super duper minimal dents sa outbox ☞If PAYO(₱1680) [within 8hrs] ☞3 days DOP (₱1700) ❗DM us to avail❗ ☞If COD thru shopee (₱1800) Shopee link:  https://t.co/t85zn9WyB4
97lin3r,"🛒 #97LIN3R_WTS LFB PH ONHAND  ☆ GOT7 Turbulence Group Ver. w/ sticker ✦ 300 + lsf  ☆ GOT7 Just Right ✦ 300 + lsf  ✦ j&amp;t, jrs, shopee co/cod ✦ add ₱5-10 for pf! ✦ dm if interested!  https://t.co/RdX9lZW8GN"
blinkeucart,‼️WTS | LFB BLACKPINK PH ONHAND‼️  🏷wts lfb blackpink jisoo jennie rosé lisa  ✨BLACKPINK VINYL LIMITED EDITION POSTCARDS  SHOPEE COD AVAILABLE CHECK LINK! 👇👇    https://t.co/jU8ZPAXzzj  https://t.co/Y5jDXUe8jR
eshoptwinkl,Wts lfb ph only Onhand  BLACKPINK the album unsealed ver.2 Price:530💸500 if payo ‼️Issue: Has Dents and damage back of the outbox. dm me pics With freebies💖cann give free Rosé pepsi empty can for collection COD✅SHOPEE✅ #BLACKPINK Tags jennie lisa jisoo rosé blackpink Dm me‼️  https://t.co/HqyLD3nQ51
alyieeee,"‼️ FOR TINGI ‼️  ‼️uTOOpia ver.  -unsealed album (ob, pb, cd and group photo+ frame only) - Php 250 + lsf -Jisu clear card- Php 200 + lsf -Chan card- Php 200 + lsf  ‼️Patches both version uTOOpia and dysTOOpia: Php 200 + lsf  MOP: thru gcash, if COD add Php 50  MOD: shopee c/o  https://t.co/kImwxMvK04"
alyieeee,"‼️For tingi‼️  ‼️dyTOOpia ver.  -unsealed album (ob, pb, cd and group photo+ frame only) - Php 250 + lsf -Donggeon clear card- Php 200 + lsf -Kyunghoo card- Php 200 + lsf  MOP: thru gcash, if COD add Php 50  MOD: shopee c/o  https://t.co/q50hHU0jNP"
atmaliverpool,"@ShopeeCare Tolong di pantau min. Pembeli terindikasi ingin mempermainkan penjual lewat sistem Codnya Shopee, pembeli menolak pembayaran Cod dengan alasan tidak jelas dan tidak bisa memberikan bukti video, saya penjual sudah dirugikan waktu dan materil. No pesanan #210528T805M930  https://t.co/VHnF9V8W5G"
alyieeee,"WTS/LFB PH only  UNSEALED: TOO/TO1 first mini album REASON FOR BEING:  ‼️dysTOOpia version- Php 350 + lsf -COMPLETE INCLUSION:  -cd never played   ‼️uTOOpia version- Php 350 + lsf -COMPLETE INCLUSION:  -cd never played  MOP: thru gcash, if COD add Php 50 MOD: shopee c/o  HELP RT!  https://t.co/wMbUeBBbZ8"
sandwichborand,#แซนวิชโบราณ มีโค้ดใหม่ต้อนรับเดือน 6 บอกลาเดือน 5 มาให้กดแล้วค่า😋🧡✨ ไปกดเก็บโค้ดแล้วสั่งกันได้เลยน้า🥪💫 #ShopeeTH #ShopeeCOD  https://t.co/ChVRQBeX0P
iamrezaaaa,"Lagi liat tv, iklannya.... Shopee COD, Shopee COD, langsung bayar di tempat 🙂"
kokob4ek,"wts // lfb  PH ONLY!!!  hi guys I can lower this to ₱220, the person who got it cancelled their order,,, please get niyo na huhu 😭 i can do cod shopee, lalamove, lahat fls pleaseee  tags: rv, red velvet, base note, seulrene, irene seulgi, kpop, wtb, lfs, sme, canvassing"
stefanusgg,@adam_faha biar gaada iklan shopee cod shopee cod bayar lgsg di tempat
flavorlilymy,"Shop here! - 🛒  https://t.co/trddghkWJZ   ✅ Free postage (shopee) ✅ Loyalty card ✅ Friendly seller ✅ Freegift ✅ COD @ seremban area (seremban, seremban 2 &amp; 3, rasah jaya, bandar sri sendayan, senawang, ampangan, paroi)"
staynlemons,@04FINDS BDO or gcash. Pwede din direct checkout sa shopee pero no COD.
jualskincaree,Preloved ms glow paket acne 230k - harga beli 300k - produk masih 90% - dibuka tanggal 20/5/2021 - pemakaian bersih - bisa free ongkir shopee/cod jogja  Dijual karena udah ga ada jerawat lagi😁 kalau minat bisa dm ya  Jual ms glow Preloved ms glow Jual beli ms glow Wts msglow  https://t.co/LfiPKXC8RX
satriaprbw,"@mayarararocks Kali aja butuh buat genggaman tangan, banyak lho dijual di shopee,  apalagi bisa COD  https://t.co/IEzivzM9vq"
taevchimchimmy,WTS | LFB | PH only  ✔ J-hope BBC mini pc = 200 ✔ Photo Ticket = 130 each ✔ (1) BE POB Cardholder only = 120  ✔ BE Essential Photocards PC1 = 75 each  ✅ NamKook = 140 ✅ YoonMin = 140  ✅ COD (shopee)  - ONHAND and ready to ship - Prices + Lsf  please help RT 💜
taevchimchimmy,WTS | LFB | PH only  BTS BE Essential Edition Album = Php 550 ✔ complete inclusions except random pc &amp; pob ✔ unscanned qr code  ✅ COD (shopee) = 570  - ONHAND and ready to ship - Prices + Lsf  please help RT 💜
